antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Milk, Baby Wipes",Diapers,0.0528,0.6,3.846153846153846,0.039072,2.11,"['Milk', 'Baby Wipes']",['Diapers'],2,1
"Cheese, Pasta, Baby Wipes",Tomato Sauce,0.0244,0.9682539682539683,3.8422776518014614,0.018049600000000002,23.562,"['Cheese', 'Pasta', 'Baby Wipes']",['Tomato Sauce'],3,1
"Coffee, Sugar, Tomato Sauce, Milk",Pasta,0.0292,0.7849462365591399,3.840245775729647,0.021596320000000002,3.699540000000001,"['Coffee', 'Sugar', 'Tomato Sauce', 'Milk']",['Pasta'],4,1
"Jam, Tomato Sauce","Cheese, Pasta",0.028,0.46357615894039733,3.837550984605938,0.020703680000000002,1.6390024691358023,"['Jam', 'Tomato Sauce']","['Cheese', 'Pasta']",2,2
"Cheese, Pasta","Jam, Tomato Sauce",0.028,0.23178807947019867,3.837550984605938,0.020703680000000002,1.2230999999999999,"['Cheese', 'Pasta']","['Jam', 'Tomato Sauce']",2,2
"Coffee, Sugar, Bread","Jam, Milk",0.026,0.3939393939393939,3.8320952717839876,0.019215199999999998,1.48038,"['Coffee', 'Sugar', 'Bread']","['Jam', 'Milk']",3,2
"Jam, Milk","Coffee, Sugar, Bread",0.026,0.2529182879377432,3.8320952717839876,0.019215199999999998,1.2501979166666666,"['Jam', 'Milk']","['Coffee', 'Sugar', 'Bread']",2,3
"Pasta, Butter","Tomato Sauce, Milk",0.026,0.40880503144654085,3.8277624667279104,0.01920752,1.5108382978723403,"['Pasta', 'Butter']","['Tomato Sauce', 'Milk']",2,2
"Tomato Sauce, Milk","Pasta, Butter",0.026,0.24344569288389512,3.8277624667279104,0.01920752,1.2377168316831682,"['Tomato Sauce', 'Milk']","['Pasta', 'Butter']",2,2
"Coffee, Jam","Milk, Bread",0.036,0.5521472392638037,3.8237343439321587,0.026585119999999997,1.9104493150684934,"['Coffee', 'Jam']","['Milk', 'Bread']",2,2
"Milk, Bread","Coffee, Jam",0.036,0.2493074792243767,3.8237343439321583,0.026585119999999997,1.2452501845018449,"['Milk', 'Bread']","['Coffee', 'Jam']",2,2
Diapers,Baby Wipes,0.1264,0.8102564102564104,3.814766526630934,0.0932656,4.150864864864867,['Diapers'],['Baby Wipes'],1,1
Baby Wipes,Diapers,0.1264,0.5951035781544256,3.814766526630933,0.0932656,2.0844837209302325,['Baby Wipes'],['Diapers'],1,1
"Coffee, Tomato Sauce, Milk",Pasta,0.0396,0.7795275590551182,3.8137356118156465,0.029216480000000003,3.6086142857142867,"['Coffee', 'Tomato Sauce', 'Milk']",['Pasta'],3,1
"Beer, Coffee, Diapers",Baby Wipes,0.0204,0.8095238095238095,3.8113173706394043,0.015047520000000002,4.1349,"['Beer', 'Coffee', 'Diapers']",['Baby Wipes'],3,1
"Cheese, Pasta, Eggs",Tomato Sauce,0.0284,0.9594594594594594,3.8073788073788073,0.020940800000000002,18.450666666666653,"['Cheese', 'Pasta', 'Eggs']",['Tomato Sauce'],3,1
"Beer, Diapers",Baby Wipes,0.0692,0.8084112149532711,3.806079166446662,0.05101856,4.1108878048780495,"['Beer', 'Diapers']",['Baby Wipes'],2,1
Baby Wipes,"Beer, Diapers",0.0692,0.32580037664783423,3.8060791664466618,0.05101856,1.3562748603351955,['Baby Wipes'],"['Beer', 'Diapers']",1,2
"Diapers, Tomato Sauce",Pasta,0.0308,0.7777777777777778,3.8051750380517504,0.02270576,3.5802,"['Diapers', 'Tomato Sauce']",['Pasta'],2,1
"Diapers, Tomato Sauce",Baby Wipes,0.032,0.8080808080808081,3.804523578534878,0.02358896,4.103810526315789,"['Diapers', 'Tomato Sauce']",['Baby Wipes'],2,1
"Beer, Tomato Sauce",Pasta,0.0276,0.7752808988764045,3.7929593878493373,0.02032336,3.54042,"['Beer', 'Tomato Sauce']",['Pasta'],2,1
"Diapers, Baby Wipes, Tomato Sauce",Pasta,0.0248,0.7749999999999999,3.7915851272015653,0.0182592,3.5359999999999987,"['Diapers', 'Baby Wipes', 'Tomato Sauce']",['Pasta'],3,1
"Pasta, Diapers, Tomato Sauce",Baby Wipes,0.0248,0.8051948051948051,3.7909359943258245,0.01825808,4.043013333333332,"['Pasta', 'Diapers', 'Tomato Sauce']",['Baby Wipes'],3,1
"Cheese, Coffee, Sugar","Tomato Sauce, Milk",0.0204,0.40476190476190477,3.7899054752987333,0.015017280000000001,1.500576,"['Cheese', 'Coffee', 'Sugar']","['Tomato Sauce', 'Milk']",3,2
"Water, Milk, Tomato Sauce",Pasta,0.0316,0.7745098039215687,3.789186907639768,0.02326048,3.5283130434782612,"['Water', 'Milk', 'Tomato Sauce']",['Pasta'],3,1
"Eggs, Diapers",Baby Wipes,0.0276,0.8023255813953488,3.777427407699382,0.02029344,3.9843294117647052,"['Eggs', 'Diapers']",['Baby Wipes'],2,1
"Sugar, Tomato Sauce","Pasta, Water",0.0204,0.3035714285714286,3.7757640369580674,0.014997120000000003,1.3204512820512821,"['Sugar', 'Tomato Sauce']","['Pasta', 'Water']",2,2
"Pasta, Water","Sugar, Tomato Sauce",0.0204,0.2537313432835821,3.7757640369580674,0.014997120000000003,1.249952,"['Pasta', 'Water']","['Sugar', 'Tomato Sauce']",2,2
"Cheese, Coffee, Pasta, Tomato Sauce","Sugar, Milk",0.02,0.6097560975609756,3.7732431779763345,0.01469952,2.1484,"['Cheese', 'Coffee', 'Pasta', 'Tomato Sauce']","['Sugar', 'Milk']",4,2
"Cheese, Coffee, Pasta","Sugar, Milk",0.0204,0.6071428571428572,3.7570721357850076,0.014970240000000003,2.1341090909090914,"['Cheese', 'Coffee', 'Pasta']","['Sugar', 'Milk']",3,2
"Coffee, Diapers, Milk",Baby Wipes,0.0236,0.7972972972972973,3.7537537537537533,0.01731296,3.8854933333333324,"['Coffee', 'Diapers', 'Milk']",['Baby Wipes'],3,1
"Cheese, Wine, Tomato Sauce",Pasta,0.0276,0.7666666666666667,3.750815394651011,0.0202416,3.409714285714286,"['Cheese', 'Wine', 'Tomato Sauce']",['Pasta'],3,1
"Coffee, Diapers",Baby Wipes,0.0328,0.796116504854369,3.7481944672992893,0.02404912,3.8629904761904776,"['Coffee', 'Diapers']",['Baby Wipes'],2,1
"Coffee, Pasta","Sugar, Milk",0.0356,0.6054421768707483,3.7465481242001752,0.02609792,2.1249103448275863,"['Coffee', 'Pasta']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Coffee, Pasta",0.0356,0.2202970297029703,3.7465481242001752,0.02609792,1.2071263492063493,"['Sugar', 'Milk']","['Coffee', 'Pasta']",2,2
"Milk, Water, Baby Wipes",Diapers,0.0236,0.5841584158415841,3.7446052297537444,0.0172976,2.029619047619047,"['Milk', 'Water', 'Baby Wipes']",['Diapers'],3,1
"Beer, Diapers","Water, Baby Wipes",0.0296,0.3457943925233645,3.7262326780534973,0.02165632,1.3867200000000002,"['Beer', 'Diapers']","['Water', 'Baby Wipes']",2,2
"Water, Baby Wipes","Beer, Diapers",0.0296,0.31896551724137934,3.7262326780534973,0.02165632,1.3426632911392407,"['Water', 'Baby Wipes']","['Beer', 'Diapers']",2,2
"Tomato Sauce, Juice",Pasta,0.0204,0.7611940298507462,3.724041241931244,0.01492208,3.3315749999999995,"['Tomato Sauce', 'Juice']",['Pasta'],2,1
"Milk, Sugar, Bread","Coffee, Water",0.0204,0.3493150684931507,3.716117749927135,0.0149104,1.3923789473684212,"['Milk', 'Sugar', 'Bread']","['Coffee', 'Water']",3,2
"Coffee, Water","Milk, Sugar, Bread",0.0204,0.2170212765957447,3.716117749927135,0.0149104,1.202586956521739,"['Coffee', 'Water']","['Milk', 'Sugar', 'Bread']",2,3
"Beer, Diapers, Bread",Baby Wipes,0.0268,0.788235294117647,3.7110889553561535,0.0195784,3.7192222222222218,"['Beer', 'Diapers', 'Bread']",['Baby Wipes'],3,1
"Soda, Diapers, Baby Wipes",Beer,0.0228,0.6263736263736264,3.7107442320712463,0.01665568,2.2246823529411763,"['Soda', 'Diapers', 'Baby Wipes']",['Beer'],3,1
"Yogurt, Baby Wipes",Diapers,0.028,0.578512396694215,3.7084127993218905,0.020449600000000002,2.0024313725490197,"['Yogurt', 'Baby Wipes']",['Diapers'],2,1
"Cheese, Pasta","Cookies, Tomato Sauce",0.0256,0.2119205298013245,3.704904367156023,0.01869024,1.196326050420168,"['Cheese', 'Pasta']","['Cookies', 'Tomato Sauce']",2,2
"Cookies, Tomato Sauce","Cheese, Pasta",0.0256,0.44755244755244755,3.7049043671560224,0.01869024,1.5914632911392403,"['Cookies', 'Tomato Sauce']","['Cheese', 'Pasta']",2,2
"Coffee, Pasta, Tomato Sauce","Sugar, Milk",0.0292,0.5983606557377049,3.7027268300600555,0.02131392,2.0874448979591835,"['Coffee', 'Pasta', 'Tomato Sauce']","['Sugar', 'Milk']",3,2
"Cheese, Wine, Pasta",Tomato Sauce,0.0276,0.9324324324324323,3.7001287001286998,0.0201408,11.070399999999985,"['Cheese', 'Wine', 'Pasta']",['Tomato Sauce'],3,1
"Sugar, Butter","Milk, Bread",0.0444,0.5336538461538463,3.695663754528021,0.03238592,1.8346886597938148,"['Sugar', 'Butter']","['Milk', 'Bread']",2,2
"Milk, Bread","Sugar, Butter",0.0444,0.3074792243767313,3.6956637545280207,0.03238592,1.3238592,"['Milk', 'Bread']","['Sugar', 'Butter']",2,2
"Tea, Diapers",Baby Wipes,0.0248,0.7848101265822783,3.6949629311783347,0.01808816,3.6600235294117622,"['Tea', 'Diapers']",['Baby Wipes'],2,1
Baby Wipes,"Diapers, Bread",0.0436,0.20527306967984935,3.691961684889377,0.03179056,1.188332701421801,['Baby Wipes'],"['Diapers', 'Bread']",1,2
"Diapers, Bread",Baby Wipes,0.0436,0.7841726618705036,3.6919616848893764,0.03179056,3.6492133333333334,"['Diapers', 'Bread']",['Baby Wipes'],2,1
"Jam, Tomato Sauce","Cheese, Bread",0.0212,0.35099337748344367,3.686905225666425,0.015449919999999999,1.394130612244898,"['Jam', 'Tomato Sauce']","['Cheese', 'Bread']",2,2
"Cheese, Bread","Jam, Tomato Sauce",0.0212,0.2226890756302521,3.686905225666425,0.015449919999999999,1.2087827027027027,"['Cheese', 'Bread']","['Jam', 'Tomato Sauce']",2,2
"Pasta, Milk","Cheese, Sugar",0.0236,0.25213675213675213,3.6862098265607037,0.01719776,1.2456822857142857,"['Pasta', 'Milk']","['Cheese', 'Sugar']",2,2
"Cheese, Sugar","Pasta, Milk",0.0236,0.34502923976608185,3.6862098265607033,0.01719776,1.3838785714285715,"['Cheese', 'Sugar']","['Pasta', 'Milk']",2,2
"Soda, Tomato Sauce, Milk",Pasta,0.0232,0.7532467532467532,3.685160240933235,0.01690448,3.2242736842105253,"['Soda', 'Tomato Sauce', 'Milk']",['Pasta'],3,1
"Coffee, Diapers, Baby Wipes",Beer,0.0204,0.6219512195121951,3.6845451392902553,0.01486336,2.198658064516129,"['Coffee', 'Diapers', 'Baby Wipes']",['Beer'],3,1
"Pasta, Water","Tomato Sauce, Milk",0.0316,0.3930348258706468,3.680101365830026,0.023013280000000004,1.4715836065573773,"['Pasta', 'Water']","['Tomato Sauce', 'Milk']",2,2
"Tomato Sauce, Milk","Pasta, Water",0.0316,0.2958801498127341,3.680101365830026,0.023013280000000004,1.3060276595744682,"['Tomato Sauce', 'Milk']","['Pasta', 'Water']",2,2
"Bread, Baby Wipes, Butter",Diapers,0.0312,0.5735294117647058,3.676470588235294,0.0227136,1.9790344827586204,"['Bread', 'Baby Wipes', 'Butter']",['Diapers'],3,1
Diapers,"Water, Baby Wipes",0.0532,0.34102564102564104,3.6748452696728564,0.0387232,1.3766848249027237,['Diapers'],"['Water', 'Baby Wipes']",1,2
"Water, Baby Wipes",Diapers,0.0532,0.5732758620689655,3.674845269672856,0.0387232,1.9778585858585858,"['Water', 'Baby Wipes']",['Diapers'],2,1
"Baby Wipes, Butter",Diapers,0.0376,0.573170731707317,3.674171357098186,0.0273664,1.9773714285714283,"['Baby Wipes', 'Butter']",['Diapers'],2,1
Diapers,"Baby Wipes, Butter",0.0376,0.24102564102564103,3.674171357098186,0.0273664,1.2311351351351352,['Diapers'],"['Baby Wipes', 'Butter']",1,2
"Milk, Sugar, Bread, Butter",Coffee,0.0408,0.918918918918919,3.663951032372085,0.02966448,9.24013333333334,"['Milk', 'Sugar', 'Bread', 'Butter']",['Coffee'],4,1
"Soda, Pasta","Water, Tomato Sauce",0.02,0.36764705882352944,3.6618232950550738,0.014538240000000001,1.4226232558139535,"['Soda', 'Pasta']","['Water', 'Tomato Sauce']",2,2
"Coffee, Tomato Sauce",Pasta,0.0488,0.7484662576687118,3.661772297792132,0.035473120000000004,3.162995121951221,"['Coffee', 'Tomato Sauce']",['Pasta'],2,1
Pasta,"Coffee, Tomato Sauce",0.0488,0.23874755381604698,3.661772297792132,0.035473120000000004,1.2279763496143958,['Pasta'],"['Coffee', 'Tomato Sauce']",1,2
"Cheese, Coffee","Tomato Sauce, Milk",0.028,0.3910614525139665,3.661624087209424,0.020353120000000002,1.4668146788990826,"['Cheese', 'Coffee']","['Tomato Sauce', 'Milk']",2,2
"Tomato Sauce, Milk","Cheese, Coffee",0.028,0.26217228464419473,3.661624087209424,0.020353120000000002,1.2582883248730965,"['Tomato Sauce', 'Milk']","['Cheese', 'Coffee']",2,2
"Pasta, Bread, Butter","Tomato Sauce, Milk",0.0208,0.39097744360902253,3.660837486975866,0.015118239999999998,1.4666123456790123,"['Pasta', 'Bread', 'Butter']","['Tomato Sauce', 'Milk']",3,2
"Diapers, Butter",Baby Wipes,0.0376,0.7768595041322315,3.6575306220914854,0.02731984,3.529614814814816,"['Diapers', 'Butter']",['Baby Wipes'],2,1
"Cheese, Jam","Tomato Sauce, Butter",0.0216,0.30857142857142855,3.656059580230196,0.015692,1.3242148760330577,"['Cheese', 'Jam']","['Tomato Sauce', 'Butter']",2,2
"Tomato Sauce, Butter","Cheese, Jam",0.0216,0.2559241706161137,3.656059580230196,0.015692,1.249872611464968,"['Tomato Sauce', 'Butter']","['Cheese', 'Jam']",2,2
"Coffee, Tomato Sauce","Cheese, Milk",0.028,0.42944785276073627,3.6517674554484376,0.02033248,1.5465720430107528,"['Coffee', 'Tomato Sauce']","['Cheese', 'Milk']",2,2
"Cheese, Milk","Coffee, Tomato Sauce",0.028,0.2380952380952381,3.6517674554484376,0.02033248,1.226925,"['Cheese', 'Milk']","['Coffee', 'Tomato Sauce']",2,2
"Soda, Water, Tomato Sauce",Pasta,0.02,0.746268656716418,3.6510208254227883,0.01452208,3.1356000000000006,"['Soda', 'Water', 'Tomato Sauce']",['Pasta'],3,1
"Beer, Diapers, Butter",Baby Wipes,0.022,0.7746478873239435,3.6471181135778883,0.015967839999999997,3.4949749999999975,"['Beer', 'Diapers', 'Butter']",['Baby Wipes'],3,1
"Wine, Coffee","Sugar, Milk",0.0252,0.588785046728972,3.6434718238178965,0.01828352,2.038836363636364,"['Wine', 'Coffee']","['Sugar', 'Milk']",2,2
"Jam, Baby Wipes",Diapers,0.03,0.5681818181818181,3.642191142191142,0.021763199999999996,1.9545263157894734,"['Jam', 'Baby Wipes']",['Diapers'],2,1
"Bread, Diapers, Baby Wipes",Beer,0.0268,0.6146788990825688,3.6414626722900993,0.01944032,2.1571619047619044,"['Bread', 'Diapers', 'Baby Wipes']",['Beer'],3,1
"Sugar, Tomato Sauce",Pasta,0.05,0.7440476190476192,3.6401546920137924,0.03626432,3.10839069767442,"['Sugar', 'Tomato Sauce']",['Pasta'],2,1
Pasta,"Sugar, Tomato Sauce",0.05,0.24461839530332682,3.6401546920137924,0.03626432,1.2348725388601036,['Pasta'],"['Sugar', 'Tomato Sauce']",1,2
Diapers,"Bread, Baby Wipes",0.0436,0.2794871794871795,3.6391559829059834,0.0316192,1.2813096085409252,['Diapers'],"['Bread', 'Baby Wipes']",1,2
"Bread, Baby Wipes",Diapers,0.0436,0.5677083333333334,3.639155982905983,0.0316192,1.9523855421686749,"['Bread', 'Baby Wipes']",['Diapers'],2,1
"Coffee, Sugar, Tomato Sauce",Pasta,0.036,0.743801652892562,3.638951335090812,0.026107039999999998,3.1054064516129025,"['Coffee', 'Sugar', 'Tomato Sauce']",['Pasta'],3,1
"Diapers, Bread, Butter",Baby Wipes,0.0312,0.7722772277227723,3.635956816020585,0.02261904,3.4585913043478262,"['Diapers', 'Bread', 'Butter']",['Baby Wipes'],3,1
"Yogurt, Coffee","Sugar, Milk",0.0324,0.5869565217391304,3.6321566939302623,0.02347968,2.029810526315789,"['Yogurt', 'Coffee']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Yogurt, Coffee",0.0324,0.20049504950495048,3.6321566939302623,0.02347968,1.1817312693498452,"['Sugar', 'Milk']","['Yogurt', 'Coffee']",2,2
"Cheese, Coffee, Tomato Sauce","Sugar, Milk",0.0204,0.5862068965517242,3.6275179242062143,0.014776320000000003,2.0261333333333336,"['Cheese', 'Coffee', 'Tomato Sauce']","['Sugar', 'Milk']",3,2
"Coffee, Diapers",Beer,0.0252,0.6116504854368932,3.62352183315695,0.01824544,2.1403399999999997,"['Coffee', 'Diapers']",['Beer'],2,1
"Diapers, Bread",Beer,0.034,0.6115107913669066,3.62269426165229,0.024614720000000003,2.139570370370371,"['Diapers', 'Bread']",['Beer'],2,1
Beer,"Diapers, Bread",0.034,0.2014218009478673,3.6226942616522897,0.024614720000000003,1.1826017804154303,['Beer'],"['Diapers', 'Bread']",1,2
"Soda, Coffee","Sugar, Milk",0.0412,0.5852272727272727,3.621455895589559,0.02982336,2.0213479452054792,"['Soda', 'Coffee']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Soda, Coffee",0.0412,0.25495049504950495,3.6214558955895586,0.02982336,1.2477023255813953,"['Sugar', 'Milk']","['Soda', 'Coffee']",2,2
"Sugar, Water, Tomato Sauce",Pasta,0.0204,0.7391304347826088,3.61609801752744,0.01475856,3.0498000000000007,"['Sugar', 'Water', 'Tomato Sauce']",['Pasta'],3,1
"Soda, Tomato Sauce","Pasta, Water",0.02,0.29069767441860467,3.6156427166493117,0.01446848,1.2964852459016394,"['Soda', 'Tomato Sauce']","['Pasta', 'Water']",2,2
"Pasta, Water","Soda, Tomato Sauce",0.02,0.24875621890547264,3.6156427166493117,0.01446848,1.239544370860927,"['Pasta', 'Water']","['Soda', 'Tomato Sauce']",2,2
"Sugar, Milk","Coffee, Cookies",0.0364,0.22524752475247528,3.6097359735973606,0.026316160000000005,1.2101929712460064,"['Sugar', 'Milk']","['Coffee', 'Cookies']",2,2
"Coffee, Cookies","Sugar, Milk",0.0364,0.5833333333333334,3.60973597359736,0.026316160000000005,2.01216,"['Coffee', 'Cookies']","['Sugar', 'Milk']",2,2
"Coffee, Eggs","Sugar, Milk",0.0324,0.5827338129496403,3.606026070232923,0.023415039999999998,2.0092689655172418,"['Coffee', 'Eggs']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Coffee, Eggs",0.0324,0.20049504950495048,3.6060260702329225,0.023415039999999998,1.1812309597523218,"['Sugar', 'Milk']","['Coffee', 'Eggs']",2,2
"Soda, Tomato Sauce","Pasta, Milk",0.0232,0.3372093023255814,3.6026634863844165,0.01676032,1.3675508771929823,"['Soda', 'Tomato Sauce']","['Pasta', 'Milk']",2,2
"Pasta, Milk","Soda, Tomato Sauce",0.0232,0.24786324786324784,3.6026634863844165,0.01676032,1.2380727272727272,"['Pasta', 'Milk']","['Soda', 'Tomato Sauce']",2,2
"Sugar, Jam, Milk, Butter",Coffee,0.0256,0.9014084507042254,3.5941325785654916,0.01847728,7.599028571428573,"['Sugar', 'Jam', 'Milk', 'Butter']",['Coffee'],4,1
"Sugar, Milk, Butter",Coffee,0.0472,0.9007633587786259,3.59156044170106,0.03405808,7.549630769230765,"['Sugar', 'Milk', 'Butter']",['Coffee'],3,1
"Wine, Sugar, Milk",Coffee,0.0252,0.9,3.588516746411483,0.0181776,7.492000000000002,"['Wine', 'Sugar', 'Milk']",['Coffee'],3,1
"Coffee, Sugar, Tomato Sauce","Cheese, Milk",0.0204,0.42148760330578516,3.584078259402935,0.014708160000000001,1.5252914285714285,"['Coffee', 'Sugar', 'Tomato Sauce']","['Cheese', 'Milk']",3,2
"Jam, Sugar, Bread, Milk, Butter",Coffee,0.0248,0.8985507246376812,3.5827381365138797,0.01787792,7.384971428571428,"['Jam', 'Sugar', 'Bread', 'Milk', 'Butter']",['Coffee'],5,1
"Eggs, Diapers",Beer,0.0208,0.6046511627906976,3.5820566516036587,0.014993279999999998,2.102447058823529,"['Eggs', 'Diapers']",['Beer'],2,1
"Tomato Sauce, Milk",Pasta,0.078,0.7303370786516854,3.5730776842058973,0.05617008,2.95035,"['Tomato Sauce', 'Milk']",['Pasta'],2,1
Pasta,"Tomato Sauce, Milk",0.078,0.3816046966731898,3.573077684205897,0.05617008,1.4443835443037976,['Pasta'],"['Tomato Sauce', 'Milk']",1,2
"Beer, Soda",Diapers,0.0256,0.5565217391304348,3.5674470457079153,0.018424000000000003,1.9031372549019607,"['Beer', 'Soda']",['Diapers'],2,1
"Cookies, Baby Wipes",Diapers,0.03,0.5555555555555556,3.5612535612535616,0.021575999999999998,1.899,"['Cookies', 'Baby Wipes']",['Diapers'],2,1
"Beer, Sugar","Diapers, Baby Wipes",0.0216,0.45,3.560126582278481,0.0155328,1.5883636363636362,"['Beer', 'Sugar']","['Diapers', 'Baby Wipes']",2,2
"Pasta, Water, Butter",Tomato Sauce,0.0208,0.896551724137931,3.557744937055282,0.0149536,7.230666666666668,"['Pasta', 'Water', 'Butter']",['Tomato Sauce'],3,1
"Coffee, Tea, Cookies","Sugar, Milk",0.0216,0.574468085106383,3.5548767642721724,0.01552384,1.9702400000000002,"['Coffee', 'Tea', 'Cookies']","['Sugar', 'Milk']",3,2
"Milk, Sugar, Jam, Bread",Coffee,0.026,0.8904109589041096,3.5502829302396712,0.018676639999999998,6.83645,"['Milk', 'Sugar', 'Jam', 'Bread']",['Coffee'],4,1
"Coffee, Diapers","Sugar, Milk",0.0236,0.5728155339805825,3.5446505815630105,0.016942079999999998,1.9626181818181818,"['Coffee', 'Diapers']","['Sugar', 'Milk']",2,2
"Yogurt, Pasta",Tomato Sauce,0.0368,0.8932038834951456,3.5444598551394666,0.0264176,7.003999999999996,"['Yogurt', 'Pasta']",['Tomato Sauce'],2,1
"Yogurt, Tomato Sauce",Pasta,0.0368,0.7244094488188977,3.544077538252924,0.02641648,2.886891428571429,"['Yogurt', 'Tomato Sauce']",['Pasta'],2,1
"Beer, Coffee",Diapers,0.0252,0.5526315789473684,3.5425101214574894,0.0180864,1.8865882352941172,"['Beer', 'Coffee']",['Diapers'],2,1
"Sugar, Jam, Milk",Coffee,0.0348,0.8877551020408163,3.539693389317449,0.024968639999999997,6.674690909090908,"['Sugar', 'Jam', 'Milk']",['Coffee'],3,1
"Beer, Coffee","Diapers, Baby Wipes",0.0204,0.4473684210526316,3.539307128580946,0.01463616,1.5808,"['Beer', 'Coffee']","['Diapers', 'Baby Wipes']",2,2
"Jam, Baby Wipes, Butter",Diapers,0.0216,0.5510204081632654,3.5321821036106753,0.015484800000000002,1.879818181818182,"['Jam', 'Baby Wipes', 'Butter']",['Diapers'],3,1
"Coffee, Bread","Sugar, Milk",0.0516,0.5707964601769911,3.5321563129764306,0.03699136,1.9533855670103093,"['Coffee', 'Bread']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Coffee, Bread",0.0516,0.3193069306930693,3.5321563129764306,0.03699136,1.3362850909090909,"['Sugar', 'Milk']","['Coffee', 'Bread']",2,2
"Jam, Diapers",Baby Wipes,0.03,0.75,3.5310734463276834,0.021504,3.1504,"['Jam', 'Diapers']",['Baby Wipes'],2,1
"Coffee, Tomato Sauce","Sugar, Milk",0.0372,0.5705521472392638,3.530644475490494,0.02666368,1.9522742857142859,"['Coffee', 'Tomato Sauce']","['Sugar', 'Milk']",2,2
"Sugar, Milk","Coffee, Tomato Sauce",0.0372,0.23019801980198018,3.5306444754904938,0.02666368,1.2143382636655948,"['Sugar', 'Milk']","['Coffee', 'Tomato Sauce']",2,2
"Coffee, Jam, Bread","Sugar, Milk",0.026,0.5701754385964912,3.528313357651555,0.018631039999999998,1.9505632653061225,"['Coffee', 'Jam', 'Bread']","['Sugar', 'Milk']",3,2
"Milk, Sugar, Bread",Coffee,0.0516,0.8835616438356164,3.5229730615455197,0.03695328,6.43430588235294,"['Milk', 'Sugar', 'Bread']",['Coffee'],3,1
Coffee,"Milk, Sugar, Bread",0.0516,0.20574162679425836,3.5229730615455197,0.03695328,1.1855084337349397,['Coffee'],"['Milk', 'Sugar', 'Bread']",1,3
"Coffee, Jam, Bread, Butter","Sugar, Milk",0.0248,0.5688073394495413,3.5198473975837956,0.017754239999999998,1.9443744680851065,"['Coffee', 'Jam', 'Bread', 'Butter']","['Sugar', 'Milk']",4,2
